Index,HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Lat,Lng
13119,Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,,
13120,Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,,
13121,Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,,
13122,Tenet Healthcare,MedPost Urgent Care - Anaheim Hills,"751 South Weir Canyon Rd, suite 165",,Anaheim Hills,CA,92808,,
13123,Tenet Healthcare,Anaheim Hills Imaging Center,781 S Weir Canyon Rd suite 185,,Anaheim,CA,92808,,
13124,Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,,
13125,Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,,
13126,Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,,
13127,Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,,
13128,Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,,
13129,Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,,
13130,Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,,
13131,Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,,
13132,Tenet Healthcare,Ventana Surgical Center,"18133 Ventura Blvd, suite 400",,Tarzana,CA,91356,,
13133,Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,,
13134,Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,,
13135,Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,
13136,Tenet Healthcare,MedPost Urgent Care - Placentia,"858 N Rose Dr, Suite C2",,Placentia,CA,92870,,
13137,Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,,
13138,Tenet Healthcare,MedPost Urgent Care - Yorba Linda,"20635 Yorba Linda Blvd, suite R1",,Yorba Linda,CA,92886,,
13139,Tenet Healthcare,MedPost Urgent Care - Placentia,"858 N Rose Dr, Suite C2",,Placentia,CA,92870,,
13140,Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,,
13141,Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,,
13142,Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,,
13143,Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,,
13144,Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,,
13145,Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,,
13146,Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,,
13147,Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,,
13148,Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,,
13149,Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,,
13150,Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,,
13151,Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,,
13152,Tenet Healthcare,Walker Street Imaging Care,"10601 Walker Street, Suite 100",,Cypress,CA,90630,,
13153,Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,,
13154,Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,,
13155,Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,,
13156,Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,,
13157,Tenet Healthcare,MedPost Urgent Care - Los Alamitos,"3851 Katella Ave, suite100",,Los Alamitos,CA,90270,,
13158,Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,,
13159,Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,,
13160,Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,,
13161,Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,,
13162,Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,,
13163,Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,,
13164,Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,,
13165,Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,,
13166,Tenet Healthcare,Ventana Surgical Center,"18133 Ventura Blvd, suite 400",,Tarzana,CA,91356,,
13167,Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,,
13168,Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,,
13169,Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,
13170,Tenet Healthcare,MedPost Urgent Care - Placentia,"858 N Rose Dr, Suite C2",,Placentia,CA,92870,,
13171,Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,,
13172,Tenet Healthcare,MedPost Urgent Care - Yorba Linda,"20635 Yorba Linda Blvd, suite R1",,Yorba Linda,CA,92886,,
13173,Tenet Healthcare,MedPost Urgent Care - Placentia,"858 N Rose Dr, Suite C2",,Placentia,CA,92870,,
13174,Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,,
13175,Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,,
13176,Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,,
13177,Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,,
13178,Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,,
13179,Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,,
13180,Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,,
13181,Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,,
13182,Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,,
13183,Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,,
13184,Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,,
13185,Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,,
13186,Tenet Healthcare,Walker Street Imaging Care,"10601 Walker Street, Suite 100",,Cypress,CA,90630,,
13187,Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,,
13188,Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,,
13189,Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,,
13190,Tenet Healthcare,MedPost Urgent Care - Los Alamitos,"3851 Katella Ave, suite100",,Los Alamitos,CA,90270,,
13191,Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,,
13192,Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,,
13193,Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,,
13194,Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,,
13195,Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,,
13196,Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,,
13197,Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,,
13198,Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,,
13199,Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,,
13200,Tenet Healthcare,Ventana Surgical Center,"18133 Ventura Blvd, suite 400",,Tarzana,CA,91356,,
13201,Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,,
13202,Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,,
13203,Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,
13204,Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,,
13205,Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,,
13206,Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,,
13207,Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,,
13208,Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,,
13209,Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,,
13210,Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,,
13211,Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,,
13212,Tenet Healthcare,MedPost Urgent Care - Placentia,"858 N Rose Dr, Suite C2",,Placentia,CA,92870,,
13213,Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,,
13214,Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,,
13215,Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,,
13216,Tenet Healthcare,Walker Street Imaging Care,"10601 Walker Street, Suite 100",,Cypress,CA,90630,,
13217,Tenet Healthcare,MedPost Urgent Care - Anaheim Hills,"751 South Weir Canyon Rd, suite 165",,Anaheim Hills,CA,92808,,
13218,Tenet Healthcare,Anaheim Hills Imaging Center,781 S Weir Canyon Rd suite 185,,Anaheim,CA,92808,,
13219,Tenet Healthcare,MedPost Urgent Care - Yorba Linda,"20635 Yorba Linda Blvd, suite R1",,Yorba Linda,CA,92886,,
13220,Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,,
13221,Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,,
13222,Tenet Healthcare,MedPost Urgent Care - Los Alamitos,"3851 Katella Ave, suite100",,Los Alamitos,CA,90270,,
13223,Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,,
13224,Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,,
13225,Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,,
13226,Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,,
13227,Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,,
13228,Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,,
13229,Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,,
13230,Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,,
13231,Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,,
13232,Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,,
13233,Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,,
13234,Tenet Healthcare,Ventana Surgical Center,"18133 Ventura Blvd, suite 400",,Tarzana,CA,91356,,
13235,Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,,
13236,Tenet Healthcare,The Endoscopy Center,700 Garden View Ct Ste 101,,Encinitas,CA,92024,,
13237,Tenet Healthcare,Scripps Encinitas Surgery Center,320 Santa Fe Dr Ste LL2,,Encinitas,CA,92024,,
13238,Tenet Healthcare,Comprehensive Breast Center,1180 N. Indian Canyon Dr #E150,,Palm Springs,CA,92262,,
13239,Tenet Healthcare,El Mirador Imaging Center,1150 N. Indian Canyon Dr,,Palm Springs,CA,92262,,
13240,Tenet Healthcare,MedPost Urgent Care - Palm Desert,"44419 Town Center Way, Suite E",,Palm Desert,CA,92260,,
13241,Tenet Healthcare,MedPost Urgent Care - La Quinta,78965 CA-111,,La Quinta,CA,92253,,
13242,Tenet Healthcare,JFK Memorial Hospital,47-111 Monroe St.,,Indio,CA,92201,,
13243,Tenet Healthcare,Carondelet Holy Cross Hospital,1171 W. Target Range Road,,Nogales,AZ,85621,,
13244,Tenet Healthcare,Carondelet Medical Mall at Green Valley,"400 W. Camino Casa Verde, suite 200",,Green Valley,AZ,85614,,
13245,Tenet Healthcare,Green Valley Express Care,"400 W. Camino Casa Verde, #300",,Green Valley,AZ,85614,,
13246,Tenet Healthcare,St Mary's Imaging Center,"395 N. Silverbell Rd, suite 185",,Tucson,AZ,85745,,
13247,Tenet Healthcare,Carondelet St. Mary's Hospital,1601 W. St. Mary's Road,,Tucson,AZ,85745,,
13248,Tenet Healthcare,Carondelet Imaging Center - Central,"630 N. Alvernon Way, Suite 105",,Tucson,AZ,85711,,
13249,Tenet Healthcare,Carondelet St. Joseph's Hospital,350 N. Wilmot Road,,Tucson,AZ,85711,,
13250,Tenet Healthcare,Radiology LTD - Carondelet Imaging Ctr,"6567 East Carondelet Dr, suite 105",,Tucson,AZ,85710,,
13251,Tenet Healthcare,Camp Lowell Surgery Center,4620 E Camp Lowell Dr,,Tucson,AZ,85712,,
13252,Tenet Healthcare,Carondelet River Stone Imaging Center,"4892 N. Stone Ave, suite 180",,Tucson,AZ,85704,,
13253,Tenet Healthcare,Riverstone Express Care,4892 N. Stone Ave,,Tucson,AZ,85704,,
13254,Tenet Healthcare,Carondelet Foothills Surgery Center,2220 W Orange Grove Rd,,Tucson,AZ,85741,,
13255,Tenet Healthcare,Arizona Digestive Institute - Tucson ADI Endo,"7566 N La Cholla Bldv, suite B",,Tucson,AZ,85741,,
13256,Tenet Healthcare,"OrthoArizona Surgery Center Gilbert, LLC","1675 E. Melrose Street, Suite 201",,Gilbert,AZ,85297,,
13257,Tenet Healthcare,Warner Outpatient Surgery Center,604 W Warner Rd Bldg A,,Chandler,AZ,85225,,
13258,Tenet Healthcare,Arizona Orthopedic and Surgical Specialty Hospital,2905 West Warner Rd,,Chandler,AZ,85224,,
13259,Tenet Healthcare,Abrazo East Valley Micro-Hospital,5750 East Baseline Road,,Mesa,AZ,85206,,
13260,Tenet Healthcare,Arizona Spine & Joint Hospital,4620 E Baseline Rd,,Mesa,AZ,85256,,
13261,Tenet Healthcare,Southwest Endoscopy & Surgicenter,2223 E Baseline Rd,,Gilbert,AZ,85234,,
13262,Tenet Healthcare,Physicians Surgery Center of Tempe,1940 E Southern Ave,,Tempe,AZ,85282,,
13263,Tenet Healthcare,MedPost Urgent Care - Laveen,5130 W Baseline Rd,,Laveen,AZ,85339,,
13264,Tenet Healthcare,O:A:S:I:S Hospital,750 North 40th St,,Phoenix,AZ,85008,,
13265,Tenet Healthcare,Abrazo Arizona Heart Hospital,1930 East Thomas Rd.,,Phoenix,AZ,85016,,
13266,Tenet Healthcare,St. Joseph's Outpatient Surgery Center,240 W Thomas Rd Ste A,,Phoenix,AZ,85013,,
13267,Tenet Healthcare,Surgical Elite of Avondale,10815 W McDowell Rd Ste 101,,Avondale,AZ,85323,,
13268,Tenet Healthcare,Abrazo Central Hospital,2000 West Bethany Home Rd.,,Phoenix,AZ,85015,,
13269,Tenet Healthcare,Abrazo Scottsdale Campus,3929 East Bell Rd.,,Phoenix,AZ,85032,,
13270,Tenet Healthcare,Abrazo Arrowhead Campus,18701 North 67th Ave.,,Glendale,AZ,85308,,
13271,Tenet Healthcare,MedPost Urgent Care - Surprise,16840 West Waddell Rd #110,,Surprise,AZ,85379,,
13272,Tenet Healthcare,MedPost Urgent Care - Surprise,16840 West Waddell Rd #110,,Surprise,AZ,85379,,
13273,Tenet Healthcare,MedPost Urgent Care - Peoria,21471 N Lake Pleasant Pkwy #1710,,Peoria,AZ,85382,,
13274,Tenet Healthcare,Abrazo Peoria Emergency Center,26900 N. Lake Pleasant Pkwy,,Peoria,AZ,85383,,
13275,Tenet Healthcare,"OrthoArizona Surgery Center Gilbert, LLC","1675 E. Melrose Street, Suite 201",,Gilbert,AZ,85297,,
13276,Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,,
13277,Tenet Healthcare,Durango Outpatient Surgery Center,8530 W Sunset Rd Ste 100,,Las Vegas,NV,89113,,
13278,Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,,
13279,Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,,
13280,Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,,
13281,Tenet Healthcare,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,,
13282,Tenet Healthcare,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,,
13283,Tenet Healthcare,Advanced Surgical Care,10448 Old Olive Street Rd Ste 100,,Creve Coeur,MO,63141,,
13284,Tenet Healthcare,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,,
13285,Tenet Healthcare,Emerson Road Surgery Center,633 EMERSON RDSTE 140,,Creve Coeur,MO,63141,,
13286,Tenet Healthcare,St Louis - North Campus Surgery Center,633 Emerson Rd suite 120,,St Louis,MO,63141,,
13287,Tenet Healthcare,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,,
13288,Tenet Healthcare,Gateway Endoscopy Center (Mason Ridge),12855 N Forty Dr Ste 150,,Saint Louis,MO,63141,,
13289,Tenet Healthcare,Manchester Surgery Center,1040 Old Des Peres Rd,,Des Peres,MO,63131,,
13290,Tenet Healthcare,Mid Rivers Surgery Center,5401 Veterans Memorial Pkwy Ste 100,,SAINT PETERS,MO,63376,,
13291,Tenet Healthcare,Chesterfield Surgery Center,17050 Baxter Rd Ste 110,,Chesterfield,MO,63005,,
13292,Tenet Healthcare,Landmark Surgery Center (STL - Webster Surgery Ctr),9701 Landmark Parkway,,St Louis,MO,63127,,
13293,Tenet Healthcare,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,,
13294,Tenet Healthcare,Old Tesson Surgery Center,12639 Old Tesson Rd Ste 130,,Saint Louis,MO,63128,,
13295,Tenet Healthcare,Twin Cities Surgery Center,1101 W Gannon Dr,,Festus,MO,63028,,
13296,Tenet Healthcare,Good Samaritan Surgery Center,2 Good Samaritan WaySuite #200,,Mount Vernon,IL,62864,,
13297,Tenet Healthcare,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,,
13298,Tenet Healthcare,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,,
13299,Tenet Healthcare,Advanced Surgical Care,10448 Old Olive Street Rd Ste 100,,Creve Coeur,MO,63141,,
13300,Tenet Healthcare,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,,
13301,Tenet Healthcare,Old Tesson Surgery Center,12639 Old Tesson Rd Ste 130,,Saint Louis,MO,63128,,
13302,Tenet Healthcare,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,,
13303,Tenet Healthcare,Landmark Surgery Center (STL - Webster Surgery Ctr),9701 Landmark Parkway,,St Louis,MO,63127,,
13304,Tenet Healthcare,Emerson Road Surgery Center,633 EMERSON RDSTE 140,,Creve Coeur,MO,63141,,
13305,Tenet Healthcare,St Louis - North Campus Surgery Center,633 Emerson Rd suite 120,,St Louis,MO,63141,,
13306,Tenet Healthcare,Manchester Surgery Center,1040 Old Des Peres Rd,,Des Peres,MO,63131,,
13307,Tenet Healthcare,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,,
13308,Tenet Healthcare,Gateway Endoscopy Center (Mason Ridge),12855 N Forty Dr Ste 150,,Saint Louis,MO,63141,,
13309,Tenet Healthcare,Chesterfield Surgery Center,17050 Baxter Rd Ste 110,,Chesterfield,MO,63005,,
13310,Tenet Healthcare,Mid Rivers Surgery Center,5401 Veterans Memorial Pkwy Ste 100,,SAINT PETERS,MO,63376,,
13311,Tenet Healthcare,Twin Cities Surgery Center,1101 W Gannon Dr,,Festus,MO,63028,,
13312,Tenet Healthcare,Good Samaritan Surgery Center,2 Good Samaritan WaySuite #200,,Mount Vernon,IL,62864,,
13313,Tenet Healthcare,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,,
13314,Tenet Healthcare,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,,
13315,Tenet Healthcare,Gold Hill Emergency Department,995 Gold Hill Road,,Fort Mill,SC,29708,,
13316,Tenet Healthcare,The Imaging Center at Baxter Village,509 Sixth Baxter Crossing,,Fort Mill,SC,29708,,
13317,Tenet Healthcare,Piedmont Urgent Care at Baxter Village,502 Sixth Baxter Crossing,,Fort Mill,SC,29715,,
13318,Tenet Healthcare,Carolina Surgical Center,198 S Herlong Ave,,Rock Hill,SC,29732,,
13319,Tenet Healthcare,Piedmont Medical Center,222 South Herlong Ave.,,Rock Hill,SC,29732,,
13320,Tenet Healthcare,Womens Diagnostic Center,218 South Herlong Avenue,,Rock Hill,SC,29732,,
13321,Tenet Healthcare,Piedmont West Urgent Care,"1190 Filbert Hwy, suite 110",,York,SC,29745,,
13322,Tenet Healthcare,York Imaging Center,1795 Devinney Rd,,York,SC,29745,,
13323,Tenet Healthcare,Gold Hill Emergency Department,995 Gold Hill Road,,Fort Mill,SC,29708,,
13324,Tenet Healthcare,Georgia Spine Surgery Center,1061 DOWDY RDSTE 103,,ATHENS,GA,30606,,
13325,Tenet Healthcare,Resurgens East Surgery Center,3241 Iris Dr,,Covington,GA,30016,,
13326,Tenet Healthcare,Orthopaedic South Surgical Center (Atlanta Southside),6645 Lake Dr,,Morrow,GA,30260,,
13327,Tenet Healthcare,Orthopaedic South Surgical Center (Atlanta Southside),6645 Lake Dr,,Morrow,GA,30260,,
13328,Tenet Healthcare,Northwest Georgia Orthopaedic Surgery Center,2550 Windy Hill Rd Ste 218,,Marietta,GA,30060,,
13329,Tenet Healthcare,Orthopaedic South Surgical Center (Atlanta Southside),6645 Lake Dr,,Morrow,GA,30260,,
13330,Tenet Healthcare,Resurgens Surgical Center,5671 Peachtree Dunwoody Rd NE Ste 800,,Atlanta,GA,30342,,
13331,Tenet Healthcare,Peachtree Spine & Pain Physicians,5555 Peachtree Dunwoody Rd Ste G99,,Atlanta,GA,30342,,
13332,Tenet Healthcare,Resurgens Surgical Center,5671 Peachtree Dunwoody Rd NE Ste 800,,Atlanta,GA,30342,,
13333,Tenet Healthcare,Endoscopy Consultants,5669 Peachtree Dunwoody Rd Ste 270,,Atlanta,GA,30342,,
13334,Tenet Healthcare,Roswell Surgery Center,1285 Hembree Rd Ste 200C,,Roswell,GA,30076,,
13335,Tenet Healthcare,Georgia Endoscopy Center,3330 Preston Ridge Rd Ste 200,,Alpharetta,GA,30005,,
13336,Tenet Healthcare,Resurgens East Surgery Center,3241 Iris Dr,,Covington,GA,30016,,
13337,Tenet Healthcare,Resurgens Fayette Surgery Center,"1336 Hwy 54 W, Building 400 Suite A",,Fayetteville,GA,30214,,
13338,Tenet Healthcare,Indiana Specialty Surgery Center,1380 W Arch Haven,,Bloomington,IN,47403,,
13339,Tenet Healthcare,Terre Haute Surgical Center,227 E McCallister Dr,,Terre Haute,IN,47802,,
13340,Tenet Healthcare,Effingham Ambulatory Surgery Center,904 W Temple Ave,,Effingham,IL,62401,,
13341,Tenet Healthcare,South County Outpatient Endoscopy Services (SCOPES),5139 Mattis Rd Ste 100,,Saint Louis,MO,63128,,
13342,Tenet Healthcare,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,,
13343,Tenet Healthcare,Landmark Surgery Center (STL - Webster Surgery Ctr),9701 Landmark Parkway,,St Louis,MO,63127,,
13344,Tenet Healthcare,Twin Cities Surgery Center,1101 W Gannon Dr,,Festus,MO,63028,,
13345,Tenet Healthcare,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,,
13346,Tenet Healthcare,Advanced Surgical Care,10448 Old Olive Street Rd Ste 100,,Creve Coeur,MO,63141,,
13347,Tenet Healthcare,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,,
13348,Tenet Healthcare,Manchester Surgery Center,1040 Old Des Peres Rd,,Des Peres,MO,63131,,
13349,Tenet Healthcare,St Louis - North Campus Surgery Center,633 Emerson Rd suite 120,,St Louis,MO,63141,,
13350,Tenet Healthcare,Gateway Endoscopy Center (Mason Ridge),12855 N Forty Dr Ste 150,,Saint Louis,MO,63141,,
13351,Tenet Healthcare,Chesterfield Surgery Center,17050 Baxter Rd Ste 110,,Chesterfield,MO,63005,,
13352,Tenet Healthcare,Mid Rivers Surgery Center,5401 Veterans Memorial Pkwy Ste 100,,SAINT PETERS,MO,63376,,
13353,Tenet Healthcare,Surgery Center of Columbia,305 N Keene St Ste 107,,Columbia,MO,65201,,
13354,Tenet Healthcare,St. Louis Surgical Center,760 Office Pkwy,,Creve Coeur,MO,63141,,
13355,Tenet Healthcare,Good Samaritan Surgery Center,2 Good Samaritan WaySuite #200,,Mount Vernon,IL,62864,,
13356,Tenet Healthcare,Good Samaritan Surgery Center,2 Good Samaritan WaySuite #200,,Mount Vernon,IL,62864,,
13357,Tenet Healthcare,The Endoscopy and Colonoscopy Center (STL ECC-Riverside),100 Village Square,,Hazelwood,MO,63042,,
13358,Tenet Healthcare,Frontenac Surgery & Spine Care Center,10435 Clayton Rd,,Saint Louis,MO,63131,,
