HealthSystem,Name,ProviderType,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng,Services
Ascension Healthcare,Ascension St. Vincent Greenwood - Imaging,,1300 Innovation Parkway Suite 150,,Greenwood,IN,46143,317-879-4805,39.630199,-86.070396,Mammography & Imaging
Ascension Healthcare,Ascension Medical Group - St. Vincent - Anderson Family Medicine,,141 West 22nd St #311,,Anderson,IN,46016,765-641-7100,40.094002,-85.682098,Primary Care/Clinic
Ascension Healthcare,Ascension St. Vincent Evansville Breast Center - Mammography,,100 St. Mary's Epworth Crossing #A500,,Newburgh,IN,47630,812-485-4437,40.094002,-85.682098,Mammography & Imaging
Ascension Healthcare,Ascension Medical Group Physical Therapy and Women's Health,,13450 North Meridian St #280,,Carmel,IN,46032,317-582-8170,39.982601,-86.145401,Specialty Care
Ascension Healthcare,Ascension Medical Group - St. Vincent  - Avon Heart Care,,9723 East US Highway 36,,Avon,IN,46123,317-456-1800,39.7635,-86.350502,Specialty Care
Tenet Healthcare,Hackensack Endoscopy Center,,170 Prospect St Ste 10,,Hackensack,NJ,7601,201-498-0030,,,
Tenet Healthcare,Vanguard Surgical Center,,113 Essex Street,,Maywood,NJ,7607,201-291-9100,,,
Tenet Healthcare,Metropolitan Surgery Center,,433 Hackensack Ave Ste LL01,,Hackensack,NJ,7601,201-527-6800,,,
Tenet Healthcare,Suburban Endoscopy Center,,799 Bloomfield Ave Ste 101,,Verona,NJ,7044,973-571-1600,,,
Tenet Healthcare,Endoscopy Center of Bergen County,,80 Eisenhower Dr Ste 100,,Paramus,NJ,7652,201-336-1100,,,
Tenet Healthcare,Same Day Surgery Center of Central Jersey,,225 May Street,,,,,,,,
Tenet Healthcare,Shrewsbury Surgery Center,,655 Shrewsbury Ave,,Shrewsbury,NJ,7702,732-450-6000,,,
Tenet Healthcare,Denville Surgical Center,,3130 State Route 10 Ste 200,,Denville,NJ,7834,973-328-3475,,,
Tenet Healthcare,Central Jersey Surgery Center,,97 Corbett Way,,Eatontown,NJ,7724,732-460-2777,,,
Tenet Healthcare,Northern Monmouth Regional Surgery Center,,195 US Highway 9 Ste 210,,Manalapan,NJ,7726,732-358-6500,,,
Tenet Healthcare,Somerset Ambulatory Surgical Center,,1 Rte 206 N,,Somerville,NJ,8876,908-393-8360,,,
Tenet Healthcare,Surgical Specialists at Princeton,,136 Main St,,Princeton,NJ,8540,609-799-1130,,,
Tenet Healthcare,Jackson Surgery Center,,27 S COOKS BRIDGE RDSTE L2,,JACKSON,NJ,8527,732-928-1099,,,
Tenet Healthcare,Lakewood Surgery Center,,1215 Highway 70 Ste 2000,,Lakewood,NJ,8701,732-719-1800,,,
Tenet Healthcare,Shore Outpatient Surgicenter,,360 Highway 70,,Lakewood,NJ,8701,732-942-9835,,,
Tenet Healthcare,Toms River Surgery Center,,1430 Hooper Ave Ste 301,,Toms River,NJ,8753,732-240-2277,,,
Tenet Healthcare,Coastal Endoscopy Center,,175 Gunning River Road,,,,,,,,
Tenet Healthcare,Berkshire Eye Surgery Center,,2220 Ridgewood Rd,,Wyomissing,PA,19610,610-736-0144,,,
Tenet Healthcare,Suburban Endoscopy Center,,799 Bloomfield Ave Ste 101,,Verona,NJ,7044,973-571-1600,,,
Tenet Healthcare,Vanguard Surgical Center,,113 Essex Street,,Maywood,NJ,7607,201-291-9100,,,
Tenet Healthcare,Durango Outpatient Surgery Center,,8530 W Sunset Rd Ste 100,,Las Vegas,NV,89113,702-789-5700,,,
Tenet Healthcare,Hackensack Endoscopy Center,,170 Prospect St Ste 10,,Hackensack,NJ,7601,201-498-0030,,,
Tenet Healthcare,Millennium Surgical Center,,2090 Springdale Rd Ste A,,Cherry Hill,NJ,8003,856-751-4555,,,
Tenet Healthcare,Surgical Institute of Reading,,2752 Century Blvd,,Wyomissing,PA,19610,610-378-8800,,,
Tenet Healthcare,Denville Surgical Center,,3130 State Route 10 Ste 200,,Denville,NJ,7834,973-328-3475,,,
Tenet Healthcare,Endoscopy Center of Bergen County,,80 Eisenhower Dr Ste 100,,Paramus,NJ,7652,201-336-1100,,,
Tenet Healthcare,Suburban Endoscopy Center,,799 Bloomfield Ave Ste 101,,Verona,NJ,7044,973-571-1600,,,
Tenet Healthcare,Same Day Surgery Center of Central Jersey,,225 May Street,,,,,,,,
Tenet Healthcare,Denville Surgical Center,,3130 State Route 10 Ste 200,,Denville,NJ,7834,973-328-3475,,,
Tenet Healthcare,Shrewsbury Surgery Center,,655 Shrewsbury Ave,,Shrewsbury,NJ,7702,732-450-6000,,,
Tenet Healthcare,Central Jersey Surgery Center,,97 Corbett Way,,Eatontown,NJ,7724,732-460-2777,,,
Tenet Healthcare,Northern Monmouth Regional Surgery Center,,195 US Highway 9 Ste 210,,Manalapan,NJ,7726,732-358-6500,,,
Tenet Healthcare,Somerset Ambulatory Surgical Center,,1 Rte 206 N,,Somerville,NJ,8876,908-393-8360,,,
Tenet Healthcare,Surgical Specialists at Princeton,,136 Main St,,Princeton,NJ,8540,609-799-1130,,,
Tenet Healthcare,Jackson Surgery Center,,27 S COOKS BRIDGE RDSTE L2,,JACKSON,NJ,8527,732-928-1099,,,
Tenet Healthcare,Lakewood Surgery Center,,1215 Highway 70 Ste 2000,,Lakewood,NJ,8701,732-719-1800,,,
Tenet Healthcare,Shore Outpatient Surgicenter,,360 Highway 70,,Lakewood,NJ,8701,732-942-9835,,,
Tenet Healthcare,Toms River Surgery Center,,1430 Hooper Ave Ste 301,,Toms River,NJ,8753,732-240-2277,,,
Tenet Healthcare,Coastal Endoscopy Center,,175 Gunning River Road,,,,,,,,
Tenet Healthcare,Berkshire Eye Surgery Center,,2220 Ridgewood Rd,,Wyomissing,PA,19610,610-736-0144,,,
Tenet Healthcare,Baylor Surgicare at Fort Worth,,750 12th Avenue�,,Fort Worth,TX,76104,817-334-5100,,,
Tenet Healthcare,Baylor Surgical Hospital at Fort Worth,,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,,
Tenet Healthcare,Baylor Surgicare at Oakmont,,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,,
Tenet Healthcare,Lone Star Endoscopy,,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,,
Tenet Healthcare,Baylor Surgicare at Mansfield,,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,,
Tenet Healthcare,Baylor Surgicare at Grapevine,,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,,
Tenet Healthcare,Baylor Medical Center at Trophy Club,,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,,400 West I 635,,Irving,TX,75063,972-868-4000,,,
Tenet Healthcare,North Texas Surgery Center,,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,,
Tenet Healthcare,Baylor Medical Center at Uptown,,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,,
Tenet Healthcare,Park Cities Surgery Center,,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,,
Tenet Healthcare,Baylor Surgicare,,3920 Worth St,,Dallas,TX,75246,214-820-2581,,,
Tenet Healthcare,Baylor Surgicare at Denton,,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,,
Tenet Healthcare,Baylor Surgicare at Carrollton,,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,,
Tenet Healthcare,North Central Surgical Center,,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,,
Tenet Healthcare,Baylor Surgicare at North Dallas,,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,,
Tenet Healthcare,Texas Endoscopy- Plano West,,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,,
Tenet Healthcare,Baylor Scott & White Surgicare at Plano Alliance,,4825 Alliance Blvd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Granbury,,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,,
Tenet Healthcare,Baylor Surgicare at Plano,,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,,
Tenet Healthcare,MedPost Urgent Care - Dallas Garland Rd,,9540 Garland Rd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,,
Tenet Healthcare,Baylor Scott & White Sports Surgery Center at The Star,,3800 Gaylord Parkway,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Garland,,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,,
Tenet Healthcare,Texas Endoscopy- Plano East,,8080 Independence,,Plano,TX,75025,972-908-3000,,,
Tenet Healthcare,Centennial Surgery Center,,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,,
Tenet Healthcare,Baylor Surgicare at North Garland,,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,,
Tenet Healthcare,MedPost Urgent Care - Rowlett,,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,,
Tenet Healthcare,MedPost Urgent Care - Sachse,,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,,
Tenet Healthcare,MedPost Urgent Care - McKinney,,6700 Virgina Parkway,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Ridge Rd,,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,,
Tenet Healthcare,Rockwall Surgery Center,,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Goliad,,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,,
Tenet Healthcare,Baylor Scott & White Surgical Hospital at Sherman,,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,,
Tenet Healthcare,Baylor Surgicare at Fort Worth,,750 12th Avenue�,,Fort Worth,TX,76104,817-334-5100,,,
Tenet Healthcare,Baylor Surgical Hospital at Fort Worth,,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,,
Tenet Healthcare,Baylor Surgicare at Oakmont,,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,,
Tenet Healthcare,Lone Star Endoscopy,,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,,
Tenet Healthcare,Baylor Surgicare at Mansfield,,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,,
Tenet Healthcare,Baylor Surgicare at Grapevine,,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,,
Tenet Healthcare,Baylor Medical Center at Trophy Club,,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,,400 West I 635,,Irving,TX,75063,972-868-4000,,,
Tenet Healthcare,North Texas Surgery Center,,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,,
Tenet Healthcare,Baylor Medical Center at Uptown,,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,,
Tenet Healthcare,Baylor Surgicare at Granbury,,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,,
Tenet Healthcare,Baylor Surgicare,,3920 Worth St,,Dallas,TX,75246,214-820-2581,,,
Tenet Healthcare,Park Cities Surgery Center,,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,,
Tenet Healthcare,Baylor Surgicare at Denton,,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,,
Tenet Healthcare,Baylor Surgicare at Carrollton,,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,,
Tenet Healthcare,North Central Surgical Center,,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,,
Tenet Healthcare,Baylor Surgicare at North Dallas,,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,,
Tenet Healthcare,Texas Endoscopy- Plano West,,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,,
Tenet Healthcare,Baylor Scott & White Surgicare at Plano Alliance,,4825 Alliance Blvd,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Dallas Garland Rd,,9540 Garland Rd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano,,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,,
Tenet Healthcare,Baylor Scott & White Sports Surgery Center at The Star,,3800 Gaylord Parkway,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Garland,,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,,
Tenet Healthcare,Texas Endoscopy- Plano East,,8080 Independence,,Plano,TX,75025,972-908-3000,,,
Tenet Healthcare,Centennial Surgery Center,,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,,
Tenet Healthcare,Baylor Surgicare at North Garland,,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,,
Tenet Healthcare,MedPost Urgent Care - Rowlett,,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,,
Tenet Healthcare,MedPost Urgent Care - Sachse,,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,,
Tenet Healthcare,MedPost Urgent Care - McKinney,,6700 Virgina Parkway,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Ridge Rd,,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,,
Tenet Healthcare,Rockwall Surgery Center,,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Goliad,,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,,
Tenet Healthcare,Baylor Scott & White Surgical Hospital at Sherman,,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,,
Tenet Healthcare,Baylor Surgical Hospital at Fort Worth,,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,,
Tenet Healthcare,Baylor Surgicare at Fort Worth,,750 12th Avenue�,,Fort Worth,TX,76104,817-334-5100,,,
Tenet Healthcare,Baylor Surgicare at Oakmont,,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,,
Tenet Healthcare,Lone Star Endoscopy,,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,,
Tenet Healthcare,Baylor Medical Center at Trophy Club,,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,,
Tenet Healthcare,Baylor Surgicare at Grapevine,,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,,
Tenet Healthcare,Baylor Surgicare at Mansfield,,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,,400 West I 635,,Irving,TX,75063,972-868-4000,,,
Tenet Healthcare,North Texas Surgery Center,,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,,
Tenet Healthcare,Baylor Surgicare at Denton,,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,,
Tenet Healthcare,Baylor Medical Center at Uptown,,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,,
Tenet Healthcare,Baylor Surgicare at Carrollton,,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,,
Tenet Healthcare,Park Cities Surgery Center,,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,,
Tenet Healthcare,Baylor Surgicare,,3920 Worth St,,Dallas,TX,75246,214-820-2581,,,
Tenet Healthcare,North Central Surgical Center,,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,,
Tenet Healthcare,Texas Endoscopy- Plano West,,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,,
Tenet Healthcare,Baylor Surgicare at North Dallas,,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,,
Tenet Healthcare,Baylor Scott & White Surgicare at Plano Alliance,,4825 Alliance Blvd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano,,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,,
Tenet Healthcare,Baylor Surgicare at Granbury,,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,,
Tenet Healthcare,Baylor Scott & White Sports Surgery Center at The Star,,3800 Gaylord Parkway,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Dallas Garland Rd,,9540 Garland Rd,,,,,,,,
Tenet Healthcare,Centennial Surgery Center,,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,,
Tenet Healthcare,Texas Endoscopy- Plano East,,8080 Independence,,Plano,TX,75025,972-908-3000,,,
Tenet Healthcare,Baylor Surgicare at Garland,,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,,
Tenet Healthcare,Baylor Surgicare at North Garland,,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,,
Tenet Healthcare,MedPost Urgent Care - Rowlett,,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,,
Tenet Healthcare,MedPost Urgent Care - McKinney,,6700 Virgina Parkway,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Sachse,,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Ridge Rd,,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,,
Tenet Healthcare,Rockwall Surgery Center,,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Goliad,,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,,
Tenet Healthcare,Baylor Scott & White Surgical Hospital at Sherman,,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,,
Tenet Healthcare,Baylor Surgicare at Fort Worth,,750 12th Avenue�,,Fort Worth,TX,76104,817-334-5100,,,
Tenet Healthcare,Baylor Surgical Hospital at Fort Worth,,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,,
Tenet Healthcare,Baylor Surgicare at Oakmont,,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,,
Tenet Healthcare,Lone Star Endoscopy,,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,,
Tenet Healthcare,Baylor Surgicare at Mansfield,,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,,
Tenet Healthcare,Baylor Surgicare at Grapevine,,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,,
Tenet Healthcare,Baylor Medical Center at Trophy Club,,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,,400 West I 635,,Irving,TX,75063,972-868-4000,,,
Tenet Healthcare,North Texas Surgery Center,,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,,
Tenet Healthcare,Baylor Medical Center at Uptown,,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,,
Tenet Healthcare,Park Cities Surgery Center,,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,,
Tenet Healthcare,Baylor Surgicare,,3920 Worth St,,Dallas,TX,75246,214-820-2581,,,
Tenet Healthcare,Baylor Surgicare at Denton,,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,,
Tenet Healthcare,Baylor Surgicare at Carrollton,,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,,
Tenet Healthcare,North Central Surgical Center,,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,,
Tenet Healthcare,Baylor Surgicare at North Dallas,,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,,
Tenet Healthcare,Texas Endoscopy- Plano West,,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,,
Tenet Healthcare,Baylor Surgicare at Granbury,,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,,
Tenet Healthcare,Baylor Scott & White Surgicare at Plano Alliance,,4825 Alliance Blvd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano,,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,,
Tenet Healthcare,MedPost Urgent Care - Dallas Garland Rd,,9540 Garland Rd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,,
Tenet Healthcare,Baylor Scott & White Sports Surgery Center at The Star,,3800 Gaylord Parkway,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Garland,,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,,
Tenet Healthcare,Texas Endoscopy- Plano East,,8080 Independence,,Plano,TX,75025,972-908-3000,,,
Tenet Healthcare,Centennial Surgery Center,,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,,
Tenet Healthcare,Baylor Surgicare at North Garland,,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,,
Tenet Healthcare,MedPost Urgent Care - Rowlett,,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,,
Tenet Healthcare,MedPost Urgent Care - Sachse,,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,,
Tenet Healthcare,MedPost Urgent Care - McKinney,,6700 Virgina Parkway,,,,,,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Ridge Rd,,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,,
Tenet Healthcare,Rockwall Surgery Center,,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Goliad,,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,,
Tenet Healthcare,Baylor Scott & White Surgical Hospital at Sherman,,3601 N. Calais St,,Sherman,TX,75090,903-870-0999,,,
Tenet Healthcare,Baylor Surgicare at Fort Worth,,750 12th Avenue�,,Fort Worth,TX,76104,817-334-5100,,,
Tenet Healthcare,Baylor Surgical Hospital at Fort Worth,,1800 Park Place Ave,,Fort Worth,TX,76110,682-703-5600,,,
Tenet Healthcare,Baylor Surgicare at Oakmont,,7200 Oakmont Blvd,,Fort Worth,TX,76132,817-732-3300,,,
Tenet Healthcare,Lone Star Endoscopy,,180 Bear Creek Pkwy,,Keller,TX,76248,817-337-3671,,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,,
Tenet Healthcare,Baylor Surgicare at Mansfield,,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,,
Tenet Healthcare,Baylor Medical Center at Trophy Club,,2850 East Highway 114,,Trophy Club,TX,76262,817-837-4600,,,
Tenet Healthcare,Baylor Surgicare at Grapevine,,2040 W State Highway 114,,Grapevine,TX,76051,817-410-4300,,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,,400 West I 635,,Irving,TX,75063,972-868-4000,,,
Tenet Healthcare,North Texas Surgery Center,,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,,
Tenet Healthcare,Baylor Medical Center at Uptown,,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,,
Tenet Healthcare,Baylor Surgicare at Granbury,,1717 Paluxy Rd,,Granbury,TX,76048,817-579-8863,,,
Tenet Healthcare,Baylor Surgicare at Denton,,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,,
Tenet Healthcare,Park Cities Surgery Center,,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,,
Tenet Healthcare,Baylor Surgicare,,3920 Worth St,,Dallas,TX,75246,214-820-2581,,,
Tenet Healthcare,Baylor Surgicare at Carrollton,,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,,
Tenet Healthcare,North Central Surgical Center,,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,,
Tenet Healthcare,Baylor Surgicare at North Dallas,,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,,
Tenet Healthcare,Texas Endoscopy- Plano West,,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,,
Tenet Healthcare,Baylor Scott & White Surgicare at Plano Alliance,,4825 Alliance Blvd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano,,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,,
Tenet Healthcare,MedPost Urgent Care - Dallas Garland Rd,,9540 Garland Rd,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,,
Tenet Healthcare,Baylor Scott & White Sports Surgery Center at The Star,,3800 Gaylord Parkway,,,,,,,,
Tenet Healthcare,Baylor Surgicare at Garland,,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,,
Tenet Healthcare,Texas Endoscopy- Plano East,,8080 Independence,,Plano,TX,75025,972-908-3000,,,
Tenet Healthcare,Centennial Surgery Center,,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,,
Tenet Healthcare,Baylor Surgicare at North Garland,,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,,
