HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng
Tenet Healthcare,Baylor Scott & White Medical Center - Frisco,5601 Warren Parkway,,Frisco,TX,75034,214-407-5000,,
Tenet Healthcare,Baylor Surgicare at Carrollton,4780 N Josey Ln,,Carrollton,TX,75010,972-395-0440,,
Tenet Healthcare,Texas Endoscopy- Plano West,6405 W Parker Rd Ste 370,,Plano,TX,75093,972-473-9900,,
Tenet Healthcare,Baylor Surgical Hospital at Los Colinas,400 West I 635,,Irving,TX,75063,972-868-4000,,
Tenet Healthcare,Tuscan Surgery Center at Las Colinas,701 TUSCAN DRSTE 100,,IRVING,TX,75039,214-442-1900,,
Tenet Healthcare,Centennial Surgery Center,4401 Coit Rd Ste 100,,Frisco,TX,75035,214-619-0120,,
Tenet Healthcare,Texas Endoscopy- Plano East,8080 Independence,,Plano,TX,75025,972-908-3000,,
Tenet Healthcare,Baylor Surgicare at Plano,1701 Ohio Dr,,Plano,TX,75093,214-291-3000,,
Tenet Healthcare,Baylor Orthopedic and Spine Hospital at Arlington,707 Highlander Blvd,,Arlington,TX,76015,817-583-7100,,
Tenet Healthcare,Baylor Surgicare at Plano Parkway,4031 W Plano Pkwy Ste 100,,Plano,TX,75093,469-326-0202,,
Tenet Healthcare,Baylor Surgicare at North Dallas,12230 Coit RdSuite 200,,Dallas,TX,75251,469-374-6400,,
Tenet Healthcare,North Central Surgical Center,9301 North Central Expressway,,Dallas,TX,75231,214-265-2810,,
Tenet Healthcare,Baylor Surgicare at Mansfield,280 Regency Pkwy,,Mansfield,TX,76063,817-453-2744,,
Tenet Healthcare,Park Cities Surgery Center,6901 Snider Plz Ste 300,,Dallas,TX,75205,214-706-6901,,
Tenet Healthcare,Baylor Surgicare at North Garland,7150 N George Bush Hwy Ste 101,,Garland,TX,75044,214-703-1800,,
Tenet Healthcare,Baylor Medical Center at Uptown,2727 East LemmonAve,,Dallas,TX,75204,214-443-3000,,
Tenet Healthcare,Baylor Surgicare,3920 Worth St,,Dallas,TX,75246,214-820-2581,,
Tenet Healthcare,Baylor Surgicare at Garland,530 Clara Barton Blvd Ste 100,,Garland,TX,75042,972-494-2400,,
Tenet Healthcare,MedPost Urgent Care - Sachse,7760 State Highway 78,,Sachse,TX,75048,972-429-3866,,
Tenet Healthcare,North Texas Surgery Center,7992 W Virginia Dr,,Dallas,TX,75237,972-283-2400,,
Tenet Healthcare,MedPost Urgent Care - Rowlett,2101 Lakeview Pkwy,,Rowlett,TX,75088,972-412-1712,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Goliad,3090 N Goliad,,Rockwall,TX,75087,972-722-0011,,
Tenet Healthcare,Baylor Scott & White Medical Center - Sunnyvale,231 S Collins Rd.,,Sunnyvale,TX,75182,972-892-3000,,
Tenet Healthcare,Rockwall Surgery Center,825 W Yellowjacket Ln,,Rockwall,TX,75087,972-772-6166,,
Tenet Healthcare,MedPost Urgent Care - Rockwall Ridge Rd,2951 Ridge Rd #107,,Rockwall,TX,75032,972-722-4001,,
Tenet Healthcare,Baylor Surgicare at Denton,350 S Interstate 35 E,,Denton,TX,76205,940-323-1393,,
Tenet Healthcare,Oklahoma Center for Orthopaedic & Multi-Specialty Surgery,8100 South Walker Ave,,Oklahoma City,OK,73139,405-602-6500,,
Tenet Healthcare,HPI - Northwest Surgical Hospital,9024 N May Ave,,Oklahoma City,OK,73139,405-848-1918,,
Tenet Healthcare,HPI - Community Hospital North,9800 Broadway Extension,,Oklahoma City,OK,73114,405-419-2980,,
Tenet Healthcare,Tulsa Surgery Center,8131 S Memorial Ste 107,,Tulsa,OK,74133,918-252-5114,,
Tenet Healthcare,Oklahoma Center for Orthopaedic & Multi-Specialty Surgery,8100 South Walker Ave,,Oklahoma City,OK,73139,405-602-6500,,
Tenet Healthcare,HPI - Northwest Surgical Hospital,9024 N May Ave,,Oklahoma City,OK,73139,405-848-1918,,
Tenet Healthcare,HPI - Community Hospital North,9800 Broadway Extension,,Oklahoma City,OK,73114,405-419-2980,,
Tenet Healthcare,Tulsa Surgery Center,8131 S Memorial Ste 107,,Tulsa,OK,74133,918-252-5114,,
Tenet Healthcare,MedPost Urgent Care - Grosse Pointe,20599 Mack Ave,,Grosse Pointe,MI,48236,313-264-0270,,
Tenet Healthcare,Physician's Surgery Center of Chattanooga,924 Spring Creek Rd,,Chattanooga,TN,37412,423-899-1600,,
Tenet Healthcare,Parkwest Surgery Center,9430 Parkwest Blvd Ste 210,,Knoxville,TN,37923,865-531-0494,,
Tenet Healthcare,Physician's Surgery Center of Knoxville,1819 Clinch Ave Ste 206,,Knoxville,TN,37919,865-522-2949,,
Tenet Healthcare,Upper Cumberland Physician Surgery Center,467 N Whitney Ave,,Cookeville,TN,38501,931-528-5007,,
Tenet Healthcare,Upper Cumberland Physician Surgery Center,467 N Whitney Ave,,Cookeville,TN,38501,931-528-5007,,
Tenet Healthcare,Mid-State Endoscopy Center,1115 Dow St Ste A,,Murfreesboro,TN,37130,615-848-9234,,
Tenet Healthcare,Providence Surgery Center,5002 Crossing Cir Ste 110,,Mount Juliet,TN,37122,615-553-9100,,
Tenet Healthcare,Franklin Surgery Center,740 Cool Springs Blvd Ste 210B,,Franklin,TN,37067,615-550-6066,,
Tenet Healthcare,Patient Partners Surgery Center,890 Bluejay Way,,Gallatin,TN,37066,615-575-9000,,
Tenet Healthcare,Baptist Ambulatory Surgery Center,312 21st Ave N,,Nashville,TN,37203,615-321-7330,,
Tenet Healthcare,St Thomas Hospital for Specialty Surgery,2011 Murphy Ave,,Nashville,TN,37203,615-341-7500,,
Tenet Healthcare,Baptist Ambulatory Surgery Center,312 21st Ave N,,Nashville,TN,37203,615-321-7330,,
Tenet Healthcare,Eye Surgery Center of Nashville,310 25th Ave N Ste 105,,Nashville,TN,37203,615-329-9023,,
Tenet Healthcare,Northridge Surgery Center,647 Myatt Dr,,Madison,TN,37115,615-868-8942,,
Tenet Healthcare,Clarksville Surgery Center,793 Weatherly Dr,,Clarksville,TN,37043,931-542-2915,,
Tenet Healthcare,Tullahoma Surgery Center,725 Kings Ln,,Tullahoma,TN,37388,931-455-1976,,
Tenet Healthcare,MedPost Urgent Care - Grosse Pointe,20599 Mack Ave,,Grosse Pointe,MI,48236,313-264-0270,,
Tenet Healthcare,DMC Rehabilitation Institute of Michigan,261 Mack Ave.,,Detroit,MI,48201,313-745-1203,,
Tenet Healthcare,Memorial Hermann Surgery Center Woodlands Parkway,1441 Woodstead Ct Ste 100,,The Woodlands,TX,77380,281-363-0058,,
Tenet Healthcare,North Houston Endoscopy & Surgery,275 Lantern Bend Dr Ste 400,,Houston,TX,77090,281-440-5797,,
Tenet Healthcare,Northwest Surgery Center - Red Oak,17322 Red Oak Dr,,Houston,TX,77090,281-895-9100,,
Tenet Healthcare,TOPS Surgical Specialty Hospital,17080 Red Oak Dr,,Houston,TX,77090,281-539-2900,,
Tenet Healthcare,Memorial Hermann Surgery Center Greater Heights (NW),1631 N Loop W Ste 300,,Houston,TX,77008,713-343-1080,,
Tenet Healthcare,Memorial Hermann Endoscopy Center North Freeway,7333 N Freeway,,Houston,TX,77076,,,
Tenet Healthcare,Memorial Hermann Surgery Center West Houston,970 Campbell Rd,,Houston,TX,77024,713-461-3547,,
Tenet Healthcare,Memorial Hermann Surgery Center Texas Medical Center,6400 Fannin St Ste 1600,,Houston,TX,77030,713-790-7700,,
Tenet Healthcare,Texas International Endoscopy Center,6620 Main St Ste 1500,,Houston,TX,77030,713-520-8432,,
Tenet Healthcare,Doctors Outpatient Surgicenter,3534 Vista Rd,,Pasadena,TX,77504,713-947-0330,,
Tenet Healthcare,Memorial Hermann Memorial Village Surgery Center,1120 Business Center Drive Suite 110,,Houston,TX,77043,713-337-1111,,
Tenet Healthcare,Kirby Glen Surgery Center,2459 S Braeswood Blvd,,Houston,TX,77030,713-529-8600,,
Tenet Healthcare,Bay Area Endoscopy Center,444 Fm 1959 Rd,,Houston,TX,77034,281-892-2420,,
Tenet Healthcare,Memorial Hermann Surgery Center Kingsland,21720 Kingsland Blvd Ste 101,,Katy,TX,77450,281-492-1234,,
Tenet Healthcare,Memorial Hermann Surgery Center Katy,23920 Katy Fwy Ste 200,,Katy,TX,77494,281-644-3200,,
Tenet Healthcare,Baptist Beaumont Surgical Affiliates,3560 College St,,Beaumont,TX,77701,409-835-7070,,
Tenet Healthcare,Memorial Hermann Surgical Hospital First Colony,16906 Southwest Freeeway,,Sugar Land,TX,77479,281-231-1000,,
Tenet Healthcare,Memorial Hermann Surgery Center Richmond,1517 Thompson Rd,,Richmond,TX,77469,281-344-5444,,
Tenet Healthcare,Memorial Hermann Surgery Center Brazoria,2760 Brazos Parkway,,Angleton,TX,77515,(979) 848-5900,,
Tenet Healthcare,The Surgery Center,6370 N Navarro St,,Victoria,TX,77904,361-570-8311,,
Tenet Healthcare,MedPost Urgent Care - Cibolo,513 Cibolo Valley Dr,,Cibolo,TX,78108,210-714-5600,,
Tenet Healthcare,Mission Trail Baptist Hospital,3333 Research Plaza,,San Antonio,TX,78235,210-297-3000,,
Tenet Healthcare,MedPost Urgent Care - Deerfield Crossing,16601 Huebner Rd,,San Antonio,TX,78248,210-492-1365,,
Tenet Healthcare,Baptist Medical Center,111 Dallas St.,,San Antonio,TX,78205,210-297-7000,,
Tenet Healthcare,Baptist Emergency Hospital - NW Military,4103 N Loop 1604 W,,San Antonio,TX,78249,210-572-8415,,
Tenet Healthcare,San Antonio Endoscopy Center,8550 Datapoint Ste 100,,San Antonio,TX,78229,210-615-7232,,
Tenet Healthcare,Baptist M&S Imaging - Medical Center,7888 Fredericksburg Rd,,San Antonio,TX,78229,210-692-9824,,
Tenet Healthcare,St. Luke's Baptist Hospital,7930 Floyd Curl Dr.,,San Antonio,TX,78229,210-297-5000,,
Tenet Healthcare,Foundation Surgical Hospital of San Antonio,9522 Huebner Rd,,San Antonio,TX,78240,(210) 478-5400,,
Tenet Healthcare,Baptist Emergency Hospital - Kelly,806 Cupples Rd,,San Antonio,TX,78237,726-800-2040,,
Tenet Healthcare,Gastroenterology Consultants of San Antonio,5223 Hamilton Wolfe,,San Antonio,TX,78229,210-614-1234,,
Tenet Healthcare,Baptist Emergency Hospital - Zarzamora,7719 I35 South,,San Antonio,TX,78224,210-572-2955,,
Tenet Healthcare,Baptist Emergency Hospital - Hausman,8230 North 1604 West,,San Antonio,TX,78249,210-572-8885,,
Tenet Healthcare,Baptist Emergency Hospital - Westover,10811 Town Center Dr,,San Antonio,TX,78251,210-572-0911,,
Tenet Healthcare,Williamson Surgery Center,301 Seton Pkwy Ste 200 Seton Williamson Medical Plz I,,Round Rock,TX,78665,512-861-4200,,
Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,714-993-2000,,
Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,714-961-5976,,
Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,714-255-1640,,
Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,714-451-1072,,
Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,714-252-5016,,
Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,714-903-9039,,
Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,562-865-8750,,
Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,714-966-7209,,
Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,714-966-7200,,
Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,714-966-8197,,
Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,714-431-0303,,
Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,562-799-3476,,
Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,562-598-1311,,
Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,562-799-3915,,
Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,714-432-8881,,
Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,562-596-3140,,
Tenet Healthcare,Anaheim Hills Imaging Center,781 S Weir Canyon Rd suite 185,,Anaheim,CA,92808,714-282-8160,,
Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,714-263-0227,,
Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,714-963-4398,,
Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,562-531-2550,,
Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,562-354-4410,,
Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,562-424-5450,,
Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,626-960-6623,,
Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,310-325-4555,,
Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,310-326-1666,,
Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,818-256-2100,,
Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,661-799-8300,,
Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,,
Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,714-993-2000,,
Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,714-993-2000,,
Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,714-961-5976,,
Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,714-255-1640,,
Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,714-451-1072,,
Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,714-966-7209,,
Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,714-966-8197,,
Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,714-431-0303,,
Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,714-966-7200,,
Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,714-432-8881,,
Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,714-903-9039,,
Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,714-263-0227,,
Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,714-252-5016,,
Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,714-963-4398,,
Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,562-865-8750,,
Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,562-799-3476,,
Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,626-960-6623,,
Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,562-598-1311,,
Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,562-799-3915,,
Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,562-596-3140,,
Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,562-531-2550,,
Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,562-354-4410,,
Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,562-424-5450,,
Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,310-325-4555,,
Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,310-326-1666,,
Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,818-256-2100,,
Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,661-799-8300,,
Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,,
Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,714-903-9039,,
Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,714-993-2000,,
Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,714-961-5976,,
Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,714-255-1640,,
Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,714-451-1072,,
Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,714-966-7209,,
Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,714-966-8197,,
Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,714-431-0303,,
Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,714-966-7200,,
Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,714-432-8881,,
Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,714-903-9039,,
Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,714-263-0227,,
Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,714-252-5016,,
Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,714-963-4398,,
Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,562-865-8750,,
Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,562-799-3476,,
Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,562-598-1311,,
Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,562-799-3915,,
Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,562-596-3140,,
Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,626-960-6623,,
Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,562-531-2550,,
Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,562-354-4410,,
Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,562-424-5450,,
Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,310-325-4555,,
Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,310-326-1666,,
Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,818-256-2100,,
Tenet Healthcare,Providence Summit Surgery Center,26357 McBean Pkwy Ste 100,,Santa Clarita,CA,91355,661-799-8300,,
Tenet Healthcare,Santa Barbara Surgery Center,3045 De la Vina St,,Santa Barbara,CA,93105,,,
Tenet Healthcare,Outpatient Endoscopy Center,11160 Warner Ave. suite 211,,Fountain Valley,CA,92708,714-966-7209,,
Tenet Healthcare,Center for Breast Care,11190 Warner Ave. #106,,Fountain Valley,CA,92708,714-966-8197,,
Tenet Healthcare,Newhope Imaging,11190 Warner Ave #110,,Fountain Valley,CA,92708,714-431-0303,,
Tenet Healthcare,Fountain Valley Regional Hospital,17100 Euclid at Warner,,Fountain Valley,CA,92708,714-966-7200,,
Tenet Healthcare,Pacific Endoscopy and Surgery Center,17815 Newhope St Ste R,,Fountain Valley,CA,92708,714-432-8881,,
Tenet Healthcare,MedPost Urgent Care - Cosa Mesa,3195 Harbor Blvd,,Costa Mesa,CA,92626,714-263-0227,,
Tenet Healthcare,Magnolia Surgery Center,14571 Magnolia St Ste 107,,Westminster,CA,92683,714-903-9039,,
Tenet Healthcare,MedPost Urgent Care - Huntington Beach,10028 Adams Ave,,Huntington Beach,CA,92646,714-963-4398,,
Tenet Healthcare,Placentia - Linda Hospital,1301 N. Rose Dr.,,Placentia,CA,92870,714-993-2000,,
Tenet Healthcare,Rose Plaza Imaging Center,1301 Rose Dr,,Placentia,CA,92870,714-961-5976,,
Tenet Healthcare,MedPost Urgent Care - Cypress,10165 Valley View Street,,Cypress,CA,90630,714-252-5016,,
Tenet Healthcare,Anaheim Hills Imaging Center,781 S Weir Canyon Rd suite 185,,Anaheim,CA,92808,714-282-8160,,
Tenet Healthcare,MedPost Urgent Care - Brea,2415 E Imperial Hwy,,Brea,CA,92821,714-255-1640,,
Tenet Healthcare,TotalCare,3951 Katella Avenue,,Los Alamitos,CA,90720,562-799-3476,,
Tenet Healthcare,Alliance Imaging,3771 Katella Avenue,,Los Alamitos,CA,90720,562-799-3915,,
Tenet Healthcare,Los Alamitos Medical Center,3751 Katella Ave.,,Los Alamitos,CA,90720,562-598-1311,,
Tenet Healthcare,Reagan Street Surgery Center,10904 Reagan St,,Los Alamitos,CA,90720,562-596-3140,,
Tenet Healthcare,MedPost Urgent Care - La Habra,1040 W Imperial Hwy,,La Habra,CA,90631,714-451-1072,,
Tenet Healthcare,MedPost Urgent Care - Cerritos,13299 E. South Street,,Cerritos,CA,90703,562-865-8750,,
Tenet Healthcare,Lakewood Regional Medical Center,3700 East South St.,,Lakewood,CA,90712,562-531-2550,,
Tenet Healthcare,MedPost Urgent Care - Lakewood,3559 E South Street,,Long Beach,CA,90805,562-354-4410,,
Tenet Healthcare,MedPost Urgent Care - Long Beach,2010 E Carson St,,Long Beach,CA,90807,562-424-5450,,
Tenet Healthcare,San Gabriel Valley Surgical Center,1250 S Sunset Ave Ste 100,,West Covina,CA,91790,626-960-6623,,
Tenet Healthcare,Coast Surgery Center of South Bay,3445 Pacific Coast Hwy Ste 110,,Torrance,CA,90505,310-325-4555,,
Tenet Healthcare,Pacific Endo-Surgical Center,3445 Pacific Coast Hwy Ste 120,,Torrance,CA,90505,310-326-1666,,
Tenet Healthcare,Providence Holy Cross Surgery Center at Mission Hills,11550 Indian Hills Rd Ste 160,,Mission Hills,CA,91345,818-256-2100,,
Tenet Healthcare,The Endoscopy Center,700 Garden View Ct Ste 101,,Encinitas,CA,92024,760-274-2700,,
Tenet Healthcare,Scripps Encinitas Surgery Center,320 Santa Fe Dr Ste LL2,,Encinitas,CA,92024,760-632-3900,,
Tenet Healthcare,Comprehensive Breast Center,1180 N. Indian Canyon Dr #E150,,Palm Springs,CA,92262,760-416-4800,,
Tenet Healthcare,El Mirador Imaging Center,1150 N. Indian Canyon Dr,,Palm Springs,CA,92262,760-323-6511,,
Tenet Healthcare,MedPost Urgent Care - La Quinta,78965 CA-111,,La Quinta,CA,92253,760-777-7847,,
Tenet Healthcare,JFK Memorial Hospital,47-111 Monroe St.,,Indio,CA,92201,760-347-6191,,
Tenet Healthcare,Carondelet Holy Cross Hospital,1171 W. Target Range Road,,Nogales,AZ,85621,520-285-3000,,
Tenet Healthcare,Carondelet St. Mary's Hospital,1601 W. St. Mary's Road,,Tucson,AZ,85745,520-872-3000,,
Tenet Healthcare,Carondelet St. Joseph's Hospital,350 N. Wilmot Road,,Tucson,AZ,85711,520-873-3000,,
Tenet Healthcare,Camp Lowell Surgery Center,4620 E Camp Lowell Dr,,Tucson,AZ,85712,520-618-6058,,
Tenet Healthcare,Riverstone Express Care,4892 N. Stone Ave,,Tucson,AZ,85704,520-396-1360,,
Tenet Healthcare,Carondelet Foothills Surgery Center,2220 W Orange Grove Rd,,Tucson,AZ,85741,520-877-5660,,
Tenet Healthcare,Warner Outpatient Surgery Center,604 W Warner Rd Bldg A,,Chandler,AZ,85225,480-899-2571,,
Tenet Healthcare,Arizona Orthopedic and Surgical Specialty Hospital,2905 West Warner Rd,,Chandler,AZ,85224,480-603-9000,,
Tenet Healthcare,Abrazo East Valley Micro-Hospital,5750 East Baseline Road,,Mesa,AZ,85206,877-934-9355,,
Tenet Healthcare,Arizona Spine & Joint Hospital,4620 E Baseline Rd,,Mesa,AZ,85256,,,
Tenet Healthcare,Southwest Endoscopy & Surgicenter,2223 E Baseline Rd,,Gilbert,AZ,85234,480-289-5266,,
Tenet Healthcare,Physicians Surgery Center of Tempe,1940 E Southern Ave,,Tempe,AZ,85282,480-820-7101,,
Tenet Healthcare,MedPost Urgent Care - Laveen,5130 W Baseline Rd,,Laveen,AZ,85339,602-237-7373,,
Tenet Healthcare,O:A:S:I:S Hospital,750 North 40th St,,Phoenix,AZ,85008,602-797-7700,,
Tenet Healthcare,Abrazo Arizona Heart Hospital,1930 East Thomas Rd.,,Phoenix,AZ,85016,602-532-1000,,
Tenet Healthcare,St. Joseph's Outpatient Surgery Center,240 W Thomas Rd Ste A,,Phoenix,AZ,85013,602-406-3552,,
Tenet Healthcare,Surgical Elite of Avondale,10815 W McDowell Rd Ste 101,,Avondale,AZ,85323,623-433-0110,,
Tenet Healthcare,Abrazo Central Hospital,2000 West Bethany Home Rd.,,Phoenix,AZ,85015,602-249-0212,,
Tenet Healthcare,Abrazo Scottsdale Campus,3929 East Bell Rd.,,Phoenix,AZ,85032,602-923-5000,,
Tenet Healthcare,Abrazo Arrowhead Campus,18701 North 67th Ave.,,Glendale,AZ,85308,623-561-1000,,
Tenet Healthcare,MedPost Urgent Care - Surprise,16840 West Waddell Rd #110,,Surprise,AZ,85379,623-584-3303,,
Tenet Healthcare,MedPost Urgent Care - Surprise,16840 West Waddell Rd #110,,Surprise,AZ,85379,623-584-3303,,
Tenet Healthcare,MedPost Urgent Care - Peoria,21471 N Lake Pleasant Pkwy #1710,,Peoria,AZ,85382,623-362-1971,,
Tenet Healthcare,Abrazo Peoria Emergency Center,26900 N. Lake Pleasant Pkwy,,Peoria,AZ,85383,623-561-2022,,
Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,702-616-4954,,
Tenet Healthcare,Durango Outpatient Surgery Center,8530 W Sunset Rd Ste 100,,Las Vegas,NV,89113,702-789-5700,,
Tenet Healthcare,Parkway Surgery Center,100 N Green Valley Pkwy Ste 125,,Henderson,NV,89074,702-616-4954,,
