GlobalUltimate_Name,Headquarters_Name,BusinessName,Physical_Adr1,Physical_Adr2,Physical_City,Physical_State,Physical_Zip,Physical_Zip4,Country,Telephone
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2099551288,1,Branch,Not Subsidiary,N,,Not available,1708 W Hammer Ln
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2099562624,1,Branch,Not Subsidiary,N,,Not available,3132 W March Ln Ste 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2095810155,1,Branch,Not Subsidiary,N,,Not available,2531 E Whitmore Ave Ste P
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2095268130,1,Branch,Not Subsidiary,N,,Not available,1510 Florida Ave Ste E
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2095799396,1,Branch,Not Subsidiary,N,,Not available,2222 E Orangeburg Ave A3
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2098623057,1,Branch,Not Subsidiary,N,,Not available,1248 Main St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2098301342,1,Branch,Not Subsidiary,N,,Not available,569 W Lowell Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2098363843,1,Branch,Not Subsidiary,N,,Not available,632 W 11th St Ste 115
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,530 W Eaton Ave Ste D
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7079358969,1,Branch,Not Subsidiary,N,,Not available,386 Perkins St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2096689163,1,Branch,Not Subsidiary,N,,Not available,777 E Hawkeye Ave Ste 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5307532825,1,Branch,Not Subsidiary,N,,Not available,635 Anderson Rd Ste 3
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9169611173,1,Branch,Not Subsidiary,N,,Not available,6620 Coyle Ave Ste 100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5307582906,1,Branch,Not Subsidiary,N,,Not available,2330 W Covell Blvd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9163518105,1,Branch,Not Subsidiary,N,,Not available,1750 Pririe Cy Rd Ste 100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9169833203,1,Branch,Not Subsidiary,N,,Not available,1300 E Bidwell St Ste 150
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9169848032,1,Branch,Not Subsidiary,N,,Not available,1600 Crekside Dr Ste 1100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5306667941,1,Branch,Not Subsidiary,N,,Not available,632 W Gibson Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9164783771,1,Branch,Not Subsidiary,N,,Not available,9394 Big Horn Blvd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9167880288,1,Branch,Not Subsidiary,N,,Not available,8690 Sierra College Blvd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9164789167,1,Branch,Not Subsidiary,N,,Not available,8220 Wymark Dr
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9166416693,1,Branch,Not Subsidiary,N,,Not available,2288 Auburn Blvd Ste 103
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9164541305,1,Branch,Not Subsidiary,N,,Not available,3000 Q St FL 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9162286698,1,Branch,Not Subsidiary,N,,Not available,3941 J St Ste 100
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9169721564,1,Branch,Not Subsidiary,N,,Not available,7423 Fair Oaks Blvd Ste 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5416785976,1,Branch,Not Subsidiary,N,,Not available,2090 Ne Wyatt CT Ste 201
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9165645481,1,Branch,Not Subsidiary,N,,Not available,65 University Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4253724709,1,Branch,Not Subsidiary,N,,Not available,1645 140th Ave Ne
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4253724710,1,Branch,Not Subsidiary,N,,Not available,300 Bellevue Way Ne
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4252516019,1,Branch,Not Subsidiary,N,,Not available,1412 SW 43rd St Ste 101
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4252020012,1,Branch,Not Subsidiary,N,,Not available,10020 Ne 137th St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2535395751,1,Branch,Not Subsidiary,N,,Not available,11019 Canyon Rd E Ste D
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3604594360,1,Branch,Not Subsidiary,N,,Not available,4280 Martin Way E
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9073766435,1,Branch,Not Subsidiary,N,,Not available,951 E Bogard Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7249292939,1,Branch,Not Subsidiary,N,,Not available,760 Tri County Ln Ste 104
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4128826727,1,Branch,Not Subsidiary,N,,Not available,4225 Brownsville Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4123736848,1,Branch,Not Subsidiary,N,,Not available,1600 Wildlife Lodge Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5166777729,1,Branch,Not Subsidiary,N,,Not available,1010 Route 112 Ste 220
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8569858972,1,Branch,Not Subsidiary,N,,Not available,920 Route 73 N
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,280 Dobbs Ferry Rd Rear
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2039491260,1,Branch,Not Subsidiary,N,,Not available,816 Broad St Ste 22
Quest Diagnostics Incorporated,Quest Diagnostics Massachusetts LLC,Quest Diagnostics Massachusetts LLC,5083662838,2,Branch,Not Subsidiary,N,,Not available,33 E Main St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5089471122,1,Branch,Not Subsidiary,N,,Not available,511 W Grove St Ste 208
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5085880308,1,Branch,Not Subsidiary,N,,Not available,830 Oak St Ste 103
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,9525 Rte 422
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5084301592,1,Branch,Not Subsidiary,N,,Not available,253 Pleasant Lake Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,2551 Compass Rd Ste 120
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8563030830,1,Branch,Not Subsidiary,N,,Not available,1430 US 130
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,178 Swanton Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7873002990,1,Branch,Not Subsidiary,N,,Not available,210 Carr 865
Quest Diagnostics Incorporated,Quest Diagnostics Massachusetts LLC,Quest Diagnostics Massachusetts LLC,5088363674,2,Branch,Not Subsidiary,N,,Not available,154 Main St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7873002990,1,Branch,Not Subsidiary,N,,Not available,Celis Aguilera 6 Cll St Celis Aguile
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,7873002990,1,Branch,Not Subsidiary,N,,Not available,Calle Marginal H 44 Urb
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2548338456,1,Branch,Not Subsidiary,N,,Not available,300 W Central Texas Expy
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8303531250,1,Branch,Not Subsidiary,N,,Not available,1020 S State Highway 16
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,390 Maple Summit Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,26400 Van Dyke Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2056208100,1,Branch,Not Subsidiary,N,,Not available,1000 1st St N
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8666978378,1,Branch,Not Subsidiary,N,,Not available,100 NW 170th St Ste 204n
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4232633634,1,Branch,Not Subsidiary,N,,Not available,886 Highway 411 N
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9169340819,1,Branch,Not Subsidiary,N,,Not available,4987 Golden Foothill Pkwy
Ascension Health Alliance,Ascension Southeast Michigan,Ascension Southeast Michigan,2488493000,3,Branch,Not Subsidiary,N,,Not available,16001 W 9 Mile Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6033132031,1,Branch,Not Subsidiary,N,,Not available,200 Forest St
New York University,New York University,New York University,2129985700,1,Branch,Not Subsidiary,N,,Not available,80 Washington Sq E
Quest Diagnostics Incorporated,"Examone World Wide, Inc.","Examone World Wide, Inc.",6192993926,3,Branch,Not Subsidiary,N,,Not available,7480 Mission Valley Rd # 101
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Saint Vincent Physician Services, Inc.",5083636237,2,single,,N,,Corporation,20 Washington Sq
Ascension Health Alliance,Seton Ascension,Seton Family of Hospitals,5125045000,3,Branch,Not Subsidiary,N,,Not available,6001 Kyle Pkwy
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Center For Advanced Research Excellence, L.L.C.",7866391770,2,single,,N,,Corporation,3360 Burns Rd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Total Joint Center of The Northland, LLC",8164998500,2,single,,N,,Corporation,200 Ne 54th St Ste 100
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Pleasanton Diagnostic Imaging, Inc.",9254671400,2,single,,N,,Corporation,5860 Owens Dr Ste 150
Ascension Health Alliance,Ascension Health Alliance,Dell Seton Medical Center At The University of Texas,5122347000,2,single,,N,,Corporation,1500 Red River St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Silver Cross Ambulatory Surgery Center LLC,9727633893,2,single,,N,,Corporation,1003 Pawlak Pkwy
New York University,New York University,New York University,2122639080,1,Branch,Not Subsidiary,N,,Not available,540 1st Ave Bldg Skirball
Tenet Healthcare Corporation,"Tpg Hospital, LLC","Tpg Hospital, LLC",4054887226,2,Branch,Not Subsidiary,N,,Not available,10914 Hefner
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",,2,Branch,Not Subsidiary,N,,Not available,4655 N Port Washington Rd
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott & White Health,,1,Branch,Not Subsidiary,N,,Not available,12436 Gregg Manor Rd
Baylor Scott & White Health,Scott & White Memorial Hospital,Scott & White Memorial Hospital,2547243001,2,Branch,Not Subsidiary,N,,Not available,4005 Crutcher St Ste 300
New York University,New York University,New York University,2129988400,1,Branch,Not Subsidiary,Y,,Not available,100 Wshington Sq E Rm 827
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"South Denver Musculoskeletal Surgical Partners, LLC",7203603400,2,single,,N,,Corporation,300 E Mineral Ave Ste 9
Ascension Health Alliance,Ascension Health,Ascension Health,3147338000,2,Branch,Not Subsidiary,N,,Not available,101 Suth Hnley Rd Ste 450
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Resolute Health Physicians Network, Inc.",8303875270,2,single,,N,,Corporation,545 Creekside Xing
Genesis Health System,Genesis Medical Center,Genesis Medical Center,3097929363,2,Branch,Not Subsidiary,N,,Not available,801 Illini Dr
New York University,New York University,New York University,2129983579,1,Branch,Not Subsidiary,N,,Not available,726 Broadway FL 8-9
Banner Health,Banner Health,Banner Health,3073473221,1,Branch,Not Subsidiary,N,,Not available,400 S 15th St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics LLC,8608274747,2,single,,N,,Corporation,2150 Corbin Ave
Tenet Healthcare Corporation,"Tenet Florida Physician Services, L.L.C.","Tenet Florida Physician Services, L.L.C.",,2,Branch,Not Subsidiary,N,,Not available,
Advocate Aurora Health Inc.,Advocate Aurora Health Inc.,Advocate Aurora Health Inc.,6305729393,1,Headquarters,Not Subsidiary,N,,Corporation,3075 Highland Pkwy FL 6
Sutter Health,Sutter Bay Hospitals,Sutter Bay Hospitals,5108696199,2,Branch,Not Subsidiary,N,,Not available,2420 Ashby Ave
New York University,Nyu Langone Hospitals,Nyu Langone Hospitals,7186307000,2,Branch,Not Subsidiary,N,,Not available,150 55th St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Ventana Surgical Center, LLC",8184620280,2,single,,N,,Corporation,18133 Ventura Blvd # 400
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Memorial Hermann West Houston Surgery Center, LLC",,2,single,,N,,Not available,15305 Dallas Pkwy # 1600
New York University,New York University School of Engineering,New York University School of Engineering,6469973414,2,Branch,Not Subsidiary,N,,Not available,5 Metrotech Ctr
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Colorado GI Centers, LLC",,2,single,,N,,Corporation,15305 Dallas Pkwy # 1600
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Integris/Usp Health Ventures, LLC",,2,single,,N,,Corporation,15305 Dallas Pkwy # 1600
Quest Diagnostics Incorporated,Diagnostic Laboratory of Oklahoma LLC,"Diagnostic Laboratory of Oklahoma, LLC",,2,Branch,Not Subsidiary,N,,Not available,5401 N Portland Ave # 26
Ascension Health Alliance,Alexian Brothers Health System,Alexian Brothers Health System,8479527447,3,Branch,Not Subsidiary,N,,Not available,361 W Golf Rd
Quest Diagnostics Incorporated,"Examone World Wide, Inc.","Examone World Wide, Inc.",7022593030,3,Branch,Not Subsidiary,N,,Not available,500 N Rainbow Blvd # 216
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4056092031,1,Branch,Not Subsidiary,N,,Not available,225 Ne 97th St
Tenet Healthcare Corporation,"United Surgical Partners International, Inc.","Denville Surgery Center, LLC",9727633893,6,single,,N,,Corporation,3130 State Route 10
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,303 W North St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,2,Branch,Not Subsidiary,N,,Not available,5120 S Sprinkle Rd
Banner Health,Banner Health,Banner Health,4808275044,1,Branch,Not Subsidiary,N,,Not available,1450 S Dobson Rd Ste B220
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4106533635,1,Branch,Not Subsidiary,N,,Not available,1838 Greene Tree Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9165758050,1,Branch,Not Subsidiary,N,,Not available,4400 Duckhorn Dr
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",7328733277,2,Branch,Not Subsidiary,N,,Not available,49 Veronica Ave Ste 203
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,25 Stevens Ave Bldg A
Advocate Aurora Health Inc.,"Aurora Pharmacy, Inc.","Aurora Pharmacy, Inc.",4144252000,3,Branch,Not Subsidiary,N,,Not available,6572 S Lovers Lane Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,11717 Highland Meadow Dr
Ascension Health Alliance,Affinity Health System,Network Health System Inc,9208318920,4,Headquarters,,N,,Corporation,1165 Appleton Rd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,2058772749,1,Branch,Not Subsidiary,N,,Not available,2010 Brookwood Med Ctr Dr
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott & White Health,8179128150,1,Branch,Not Subsidiary,N,,Not available,601 S Main St Ste 240
Tenet Healthcare Corporation,"Tenet Hialeah Healthsystem, Inc.",Complete Care Home Health Agency of Dade Inc,,3,single,,N,,Corporation,9495 SW 72nd St Ste B280
Banner Health,Banner Health,Banner Health,3075324038,1,Branch,Not Subsidiary,N,,Not available,2009 Laramie St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Rocky Mountain Endoscopy Centers, LLC",3032051090,2,Headquarters,,N,,Partnership of Unknown,10403 W Colfax Ave # 630
Ascension Health Alliance,Ascension Texas,Ascension Texas,,3,Branch,Not Subsidiary,N,,Not available,2600 Ektom Dr
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",2627677000,2,Branch,Not Subsidiary,N,,Not available,300 Mc Canna Pkwy
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Usp/Carondelet Tucson Surgery Centers, L.L.C.",,2,single,,N,,Not available,20940 N Ttum Blvd Ste 125
Ascension Health Alliance,Ascension Southeast Michigan,Ascension Brighton Center For Recovery,8102271211,4,single,,N,,Corporation,12851 Grand River Rd
Tenet Healthcare Corporation,Syndicated Office Systems Inc,Syndicated Office Systems Inc,,2,Branch,Not Subsidiary,N,,Not available,7150 W 20th Ave Ste 301
Tenet Healthcare Corporation,Tenet Healthcare Corporation,True Results Missouri LLC,2148505377,2,single,,N,,Not available,12855 N 40 Dr Ste 275
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",2066230144,2,Branch,Not Subsidiary,N,,Not available,1737 Arprt Way S Ste 200
New York University,New York University,New York University,2129980789,1,Branch,Not Subsidiary,N,,Not available,44 W 4th St FL 4
Tenet Healthcare Corporation,"Vhs of Michigan, Inc.","Vhs of Michigan, Inc.",3137456035,3,Branch,Not Subsidiary,N,,Not available,3663 Woodward Ave Ste 200
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,127 Union St
New York University,New York University,New York University,,1,Branch,Not Subsidiary,N,,Not available,411 Lafayette St FL 6
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,3131 S Dixie Dr Ste 315
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,9724293866,1,Branch,Not Subsidiary,N,,Not available,7760 Highway 78
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,7748062101,1,Branch,Not Subsidiary,N,,Not available,84 Andrew Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9252834872,1,Branch,Not Subsidiary,N,,Not available,945 Risa Rd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,9155944475,1,Branch,Not Subsidiary,N,,Not available,9100 Viscount Blvd F-H
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6507809150,1,Branch,Not Subsidiary,N,,Not available,1100 Laurel St Ste F
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8054842373,1,Branch,Not Subsidiary,N,,Not available,500 Paseo Camarillo # 103
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",2148790484,2,Branch,Not Subsidiary,N,,Not available,4747 Leston St
Genesis Health System,Genesis Health System,Genesis Health System,3092816000,1,Branch,Not Subsidiary,N,,Not available,3900 28th Avenue Dr # 125
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,,2,Branch,Not Subsidiary,N,,Not available,5600 W Addison St Ste 304
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc.",4042654000,2,Branch,Not Subsidiary,N,,Not available,303 Parkway Dr Ne
Tenet Healthcare Corporation,"American Institute of Gastric Banding, Ltd.","American Institute of Gastric Banding, Ltd.",8178879880,2,Branch,Not Subsidiary,N,,Not available,1812 Park Place Ave
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott & White Health,4693094800,1,Branch,Not Subsidiary,N,,Not available,2400 N Intrstate Hwy 35 E
Sutter Health,Sutter Valley Hospitals,Sutter Valley Hospitals,2092456968,2,Branch,Not Subsidiary,N,,Not available,9279 Locust St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Jackson Surgical Center LLC,7329281099,2,single,,N,,Not available,27 S Cooks Bridge Rd L-2
Sutter Health,"Palo Alto Medical Foundation For Health Care, Research and Education (inc)","Palo Alto Medical Foundation For Health Care, Research and Education (inc)",6502545200,2,Branch,Not Subsidiary,N,,Not available,370 Distel Cir
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",,3,Branch,Not Subsidiary,N,,Not available,3918 Montclair Rd Ste 96w
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc.",4078591880,2,Branch,Not Subsidiary,N,,Not available,4985 Hoffner Ave
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,7085033961,2,Branch,Not Subsidiary,N,,Not available,20110 Governors Hwy Ste 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9733890945,1,Branch,Not Subsidiary,N,,Not available,500 Union Blvd Ste 2
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,7146965280,1,Branch,Not Subsidiary,N,,Not available,20635 Yorba Linda Blvd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,French Park Care Center,7149731656,2,single,,N,,Corporation,14201 Dallas Pkwy
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2147503756,1,Branch,Not Subsidiary,N,,Not available,11613 N Cntl Expy Ste 120
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5166811755,2,Branch,Not Subsidiary,N,,Not available,146a Manetto Hill Rd # 101
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,9365595322,1,Branch,Not Subsidiary,N,,Not available,1305 North St
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott White Medical Center,8302018000,2,single,,N,,Not available,810 W Highway 71
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Orthopedic Associates of The Lowcountry, LLC",8437062523,2,single,,N,,Not available,75 Baylor Dr Ste 155
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",5024521561,2,Branch,Not Subsidiary,N,,Not available,1169 Eastrn Pkwy Ste 2343
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",,2,Branch,Not Subsidiary,N,,Not available,250 E Liberty St Ste B2
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",8592937400,2,Branch,Not Subsidiary,N,,Not available,2464 Fortune Dr Ste 130
Ascension Health Alliance,Ascension Arizona,Ascension Arizona,,3,Branch,Not Subsidiary,N,,Not available,3501 E Speedway Blvd # 300
Tenet Healthcare Corporation,"Tenet Florida Physician Services, L.L.C.","TENET FLORIDA PHYSICIAN SERVICES, L.L.C.",3058206657,2,Branch,Not Subsidiary,N,,Not available,7150 W 20th Ave Ste 615
New York University,Nyu Langone Hospitals,Nyu Langone Hospitals,5164678600,2,Branch,Not Subsidiary,N,,Not available,1999 Marcus Ave
Tenet Healthcare Corporation,"Tenet Florida Physician Services, L.L.C.","Tenet Florida Physician Services, L.L.C.",,2,Branch,Not Subsidiary,N,,Not available,12596 Pines Blvd
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",2149435529,2,Branch,Not Subsidiary,N,,Not available,1411 N Beckley Ave # 450
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,81 Ronald Ave
Advocate Aurora Health Inc.,"Advocate Health Centers, Inc.","Advocate Health Centers, Inc.",3054008356,3,Branch,Not Subsidiary,N,,Not available,4451 NW 36th St
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,8473818161,2,Branch,Not Subsidiary,N,,Not available,802 Fox Glen CT
Banner Health,Banner Health,Laboratory Sciences of Arizona L.L.C.,6026855000,2,Headquarters,,N,,Corporation,1255 W Washington St
Banner Health,Banner Health,Banner Health,4808275370,1,Branch,Not Subsidiary,N,,Not available,8840 E Chaparral Rd
Tenet Healthcare Corporation,First Choice Physician Partners,First Choice Physician Partners,7603251202,2,Branch,Not Subsidiary,N,,Not available,1180 N Indian Canyon Dr E205
Banner Health,Banner Health,Banner Health,,1,Branch,Not Subsidiary,N,,Not available,601 Wibaux St S
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Health Services Cfmc, Inc.",4698932466,2,single,,N,,Not available,10655 Steepletop Dr
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc.",5867255777,2,Branch,Not Subsidiary,N,,Not available,35031 23 Mile Rd
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,,2,Branch,Not Subsidiary,N,,Not available,143 E Main St
Ascension Health Alliance,Ascension Health Alliance,St Clair Adult Medicine Specialists Inc,3136424990,2,single,,N,,Not available,17141 Kercheval Ave
Ascension Health Alliance,"Ascension Via Christi Health, Inc",Via Christi Health System,,2,Branch,Not Subsidiary,N,,Not available,245 N Waco St Ste 400
